iso3,indicator,demographic,demographic_category,year,value,name
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2003,0.192225817353282,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2003,0.00289690837799084,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2004,0.194098888086807,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2004,0.00247240508519604,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2005,0.195848934255635,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2005,0.00455918260748214,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2006,0.197344747159414,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2006,0.00415124242917672,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2007,0.198669252815458,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2007,0.00385050063294818,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2008,0.200221094582797,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2008,0.00355323229651258,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2009,0.20064246115586,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2009,0.00468359629357146,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2010,0.201188905013158,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2010,0.00456461140930269,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2011,0.201557075035069,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2011,0.00448813873359564,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2012,0.200860861897014,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2012,0.00463522628258625,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2013,0.200777440232588,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2013,0.00465357120045166,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2014,0.199642786925896,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2014,0.00365795934611547,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2015,0.198414535458611,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2015,0.00390460718389532,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2016,0.198414535458611,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2016,0.00390460718389532,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2017,0.198366839089265,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2017,0.00391492396820648,Gabon
GAB,Completed secondary education,Not P20,Poorest/richest 20% of population,2018,0.198345415219992,Gabon
GAB,Completed secondary education,P20,Poorest/richest 20% of population,2018,0.00391957736567696,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2000,0.0781682238746612,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2000,0.20515769122311,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2000,0.00182728455418606,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2001,0.0818380320422935,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2001,0.20519924565685,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2001,0.00409451051576115,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2002,0.0870761380387808,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2002,0.205238357466493,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2002,0.00341274718207781,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2003,0.0922873405883129,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2003,0.205481217614903,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2003,0.0029756392868097,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2004,0.098936956944664,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2004,0.205896202560703,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2004,0.00260144403796687,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2005,0.104556897370183,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2005,0.206531546653523,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2005,0.00332387213597165,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2005,0.0176215684876571,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2006,0.109011671551878,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2006,0.207295383327758,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2006,0.0031335105363351,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2006,0.0117869755428701,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2007,0.114043981848881,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2007,0.207803910563392,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2007,0.00295805643459282,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2007,0.00966870789703514,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2008,0.120051643974328,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2008,0.208468000910034,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2008,0.00278878253802019,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2008,0.0078392714357064,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2009,0.120306699021087,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2009,0.208808620776893,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2009,0.00420838153395,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2009,0.00714882258852688,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2010,0.121707105818865,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2010,0.209189877031559,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2010,0.00415784862968249,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2010,0.00650932688960176,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2011,0.12250851998878,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2011,0.209473082567355,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2011,0.00412997886471384,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2011,0.00610494663393746,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2012,0.120782409360103,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2012,0.208975277092192,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2012,0.00419094667867649,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2012,0.00685417213989645,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2013,0.120588580057356,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2013,0.208913705973114,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2013,0.00419801649047961,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2013,0.00696010362381529,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2014,0.117468468568608,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2014,0.208273769601847,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2014,0.00285703181832743,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2014,0.00829741647273361,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2015,0.113284745658092,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2015,0.207658776966605,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2015,0.00298229990201271,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2015,0.010190461405076,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2016,0.113284745658092,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2016,0.207658776966605,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2016,0.00298229990201272,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2016,0.010190461405076,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2017,0.1130073471299,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2017,0.207658776966605,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2017,0.00299133945431696,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2017,0.010190461405076,Gabon
GAB,Completed secondary education,Not P20 Rural,Poverty status and location,2018,0.112883145947846,Gabon
GAB,Completed secondary education,Not P20 Urban,Poverty status and location,2018,0.207658776966605,Gabon
GAB,Completed secondary education,P20 Rural,Poverty status and location,2018,0.00299541904979269,Gabon
GAB,Completed secondary education,P20 Urban,Poverty status and location,2018,0.010190461405076,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2000,0.19634823105498,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2000,0.00375685492545668,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2000,0.178915639726394,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2001,0.197766506425033,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2001,0.00303000811786227,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2001,0.180131187398916,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2001,0.0050447196993655,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2002,0.199438754348865,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2002,0.00247431920365755,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2002,0.181503604179419,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2002,0.00426840249122091,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2003,0.201027426108247,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2003,0.00211226949128937,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2003,0.182981882271042,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2003,0.00366961393575103,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2004,0.202881964676851,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2004,0.00180858703731667,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2004,0.184864688845374,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2004,0.00312194916173668,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2005,0.204751857481849,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2005,0.00632418245327734,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2005,0.186508292759997,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2005,0.00276812929989802,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2006,0.206107615394659,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2006,0.00581966145677089,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2006,0.188132009264239,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2006,0.00249377147945366,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2007,0.207389314987259,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2007,0.00541636159285689,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2007,0.189492298958609,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2007,0.00230536395026322,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2008,0.208911140434401,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2008,0.00500968272121788,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2008,0.191066908752994,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2008,0.0021225852829708,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2009,0.209312607588863,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2009,0.0061207280367932,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2009,0.19150502943828,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2009,0.00327556195512014,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2010,0.210046119415077,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2010,0.00591517670158503,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2010,0.191869230501184,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2010,0.00321903691158742,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2011,0.210372071655967,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2011,0.00582863248576944,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2011,0.19227653457166,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2011,0.00315832919176864,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2012,0.209651052155539,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2012,0.00602395983093812,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2012,0.191606949139461,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2012,0.00325952285530404,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2013,0.209541713756644,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2013,0.00605485162789768,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2013,0.191548798637433,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2013,0.00326865260806279,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2014,0.208475914882717,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2014,0.00511903094844325,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2014,0.190353277674186,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2014,0.0022013265676651,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2015,0.207118949563753,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2015,0.0054963157660356,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2015,0.189253643977468,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2015,0.00233614611382732,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2016,0.207118949563753,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2016,0.0054963157660356,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2016,0.189253643977469,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2016,0.00233614611382732,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2017,0.207054223113024,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2017,0.00551584018366517,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2017,0.189222516873667,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2017,0.00234022747170232,Gabon
GAB,Completed secondary education,Not P20 Male,Poverty status and sex,2018,0.207054223113024,Gabon
GAB,Completed secondary education,P20 Male,Poverty status and sex,2018,0.00551584018366516,Gabon
GAB,Completed secondary education,Not P20 Female,Poverty status and sex,2018,0.189180574194933,Gabon
GAB,Completed secondary education,P20 Female,Poverty status and sex,2018,0.00234575170329055,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2000,0.892771635915387,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2000,0.892553066389699,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2001,0.892710447398056,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2001,0.894145763431108,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2002,0.892304559759817,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2002,0.90238688086229,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2003,0.891837901193974,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2003,0.909267153668952,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2004,0.891692868922251,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2004,0.908896390829263,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2005,0.89139245166906,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2005,0.910548884798264,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2006,0.891030594889767,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2006,0.913048872867125,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2007,0.891366704824366,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2007,0.90783704990851,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2008,0.891098172707165,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2008,0.909238182043377,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2009,0.890918429720071,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2009,0.910485425887682,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2010,0.89070972074053,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2010,0.911943028143059,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2011,0.890601858818287,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2011,0.912580419040218,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2012,0.890801435103336,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2012,0.911396451997723,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2013,0.890846122632379,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2013,0.911050901676916,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2014,0.891297209733799,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2014,0.907734700059724,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2015,0.891473344559162,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2015,0.906897863506709,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2016,0.891473344559162,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2016,0.906897863506709,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2017,0.891507662573421,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2017,0.906574490497887,Gabon
GAB,Birth registered,Not P20,Poorest/richest 20% of population,2018,0.891519208851827,Gabon
GAB,Birth registered,P20,Poorest/richest 20% of population,2018,0.90646513992282,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2000,0.911035658219101,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2000,0.889902813292187,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2000,0.895126612015074,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2001,0.911736829020805,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2001,0.889880851499169,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2001,0.895774278222583,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2001,0.653893445752952,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2002,0.909798807398299,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2002,0.889860180772395,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2002,0.903450914236528,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2002,0.785721040412685,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2003,0.906837866666429,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2003,0.889857118433002,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2003,0.910567102715401,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2003,0.86072943868055,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2004,0.907139431028531,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2004,0.889787256076366,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2004,0.909573235341902,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2004,0.895732712216282,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2005,0.904075093505085,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2005,0.889916972190287,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2005,0.913868270385534,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2005,0.875189515017682,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2006,0.902353479399413,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2006,0.889764600428247,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2006,0.915582311017357,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2006,0.893811884692046,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2007,0.906373478155592,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2007,0.889759720984768,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2007,0.910015411717912,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2007,0.893449256043797,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2008,0.903855727983284,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2008,0.889795816285182,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2008,0.912521305406002,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2008,0.890591621209912,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2009,0.903809592985231,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2009,0.889618520610512,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2009,0.912442607986039,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2009,0.900194433353486,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2010,0.902698331879009,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2010,0.889512480585414,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2010,0.913476493809967,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2010,0.904511210656101,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2011,0.902429574962183,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2011,0.889426790942216,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2011,0.91367655661379,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2011,0.907564050038469,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2012,0.903432082235895,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2012,0.889531777754694,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2012,0.912799271930429,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2012,0.904294410587579,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2013,0.903585897202905,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2013,0.889563824625295,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2013,0.91265463915944,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2013,0.90282026921415,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2014,0.905908696144665,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2014,0.889774447446155,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2014,0.910416790829737,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2014,0.891993731652029,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2015,0.906992198631516,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2015,0.889801620603422,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2015,0.90929097644501,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2015,0.890375935736738,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2016,0.906992198631516,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2016,0.889801620603422,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2016,0.90929097644501,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2016,0.890375935736738,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2017,0.907293747722138,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2017,0.889801620603422,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2017,0.908930099017669,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2017,0.890375935736738,Gabon
GAB,Birth registered,Not P20 Rural,Poverty status and location,2018,0.907394807289552,Gabon
GAB,Birth registered,Not P20 Urban,Poverty status and location,2018,0.889801620603422,Gabon
GAB,Birth registered,P20 Rural,Poverty status and location,2018,0.908807983882768,Gabon
GAB,Birth registered,P20 Urban,Poverty status and location,2018,0.890375935736738,Gabon
GAB,Birth registered,Not P20 Male,Poverty status and sex,2000,0.907627292778559,Gabon
GAB,Birth registered,P20 Male,Poverty status and sex,2000,0.892856683731079,Gabon
GAB,Birth registered,Not P20 Female,Poverty status and sex,2000,0.877147696483009,Gabon
GAB,Birth registered,P20 Female,Poverty status and sex,2000,0.892264936143336,Gabon
GAB,Birth registered,Not P20 Male,Poverty status and sex,2001,0.907902980673523,Gabon
GAB,Birth registered,P20 Male,Poverty status and sex,2001,0.88830274520382,Gabon
GAB,Birth registered,Not P20 Female,Poverty status and sex,2001,0.876720419242671,Gabon
GAB,Birth registered,P20 Female,Poverty status and sex,2001,0.899695089238866,Gabon
GAB,Birth registered,Not P20 Male,Poverty status and sex,2002,0.90783661561052,Gabon
GAB,Birth registered,P20 Male,Poverty status and sex,2002,0.893348068574738,Gabon
GAB,Birth registered,Not P20 Female,Poverty status and sex,2002,0.875972421512404,Gabon
GAB,Birth registered,P20 Female,Poverty status and sex,2002,0.911293475958358,Gabon
GAB,Birth registered,Not P20 Male,Poverty status and sex,2003,0.907555892665311,Gabon
GAB,Birth registered,P20 Male,Poverty status and sex,2003,0.900583353948623,Gabon
GAB,Birth registered,Not P20 Female,Poverty status and sex,2003,0.875307687403172,Gabon
GAB,Birth registered,P20 Female,Poverty status and sex,2003,0.917879175071971,Gabon
GAB,Birth registered,Not P20 Male,Poverty status and sex,2004,0.907905164637827,Gabon
GAB,Birth registered,P20 Male,Poverty status and sex,2004,0.89612563527367,Gabon
GAB,Birth registered,Not P20 Female,Poverty status and sex,2004,0.874620179486737,Gabon
GAB,Birth registered,P20 Female,Poverty status and sex,2004,0.921418647654994,Gabon
GAB,Birth registered,Not P20 Male,Poverty status and sex,2005,0.907847163569981,Gabon
GAB,Birth registered,P20 Male,Poverty status and sex,2005,0.898617817588097,Gabon
GAB,Birth registered,Not P20 Female,Poverty status and sex,2005,0.874103500515458,Gabon
GAB,Birth registered,P20 Female,Poverty status and sex,2005,0.922706798759939,Gabon
GAB,Birth registered,Not P20 Male,Poverty status and sex,2006,0.907506957761336,Gabon
GAB,Birth registered,P20 Male,Poverty status and sex,2006,0.903445940072633,Gabon
GAB,Birth registered,Not P20 Female,Poverty status and sex,2006,0.87368078567461,Gabon
GAB,Birth registered,P20 Female,Poverty status and sex,2006,0.922612517626551,Gabon
GAB,Birth registered,Not P20 Male,Poverty status and sex,2007,0.907875193607701,Gabon
