name,level,region,year,povtype,value,covid,estimate,ppp
"Congo, Republic of",National,SSA,2021,Poorest 20%,0.6025368,FALSE,TRUE,2011
"Congo, Republic of",National,SSA,2021,Extreme poverty,0.4239216,TRUE,TRUE,2011
"Congo, Republic of",National,SSA,2021,Poorest 20%,0.6367911,TRUE,TRUE,2011
"Congo, Republic of",National,SSA,2022,Extreme poverty,0.4094319,FALSE,TRUE,2011
"Congo, Republic of",National,SSA,2023,Extreme poverty,0.4132228,FALSE,TRUE,2011
"Congo, Republic of",National,SSA,2024,Extreme poverty,0.4137529,FALSE,TRUE,2011
Costa Rica,National,LAC,2010,Extreme poverty,0.01497311,FALSE,FALSE,2011
Costa Rica,National,LAC,2010,Poorest 20%,0.01836894,FALSE,FALSE,2011
Costa Rica,National,LAC,2011,Extreme poverty,0.01625097,FALSE,FALSE,2011
Costa Rica,National,LAC,2011,Poorest 20%,0.0237229,FALSE,FALSE,2011
Costa Rica,National,LAC,2012,Extreme poverty,0.0162675,FALSE,FALSE,2011
Costa Rica,National,LAC,2012,Poorest 20%,0.02358372,FALSE,FALSE,2011
Costa Rica,National,LAC,2013,Extreme poverty,0.01621999,FALSE,FALSE,2011
Costa Rica,National,LAC,2013,Poorest 20%,0.02675436,FALSE,FALSE,2011
Costa Rica,National,LAC,2015,Extreme poverty,0.01515505,FALSE,FALSE,2011
Costa Rica,National,LAC,2015,Poorest 20%,0.02721103,FALSE,FALSE,2011
Costa Rica,National,LAC,2018,Extreme poverty,0.01357438,FALSE,FALSE,2011
Costa Rica,National,LAC,2018,Poorest 20%,0.02944381,FALSE,FALSE,2011
Costa Rica,National,LAC,2018,Extreme poverty,0.01418491,TRUE,FALSE,2011
Costa Rica,National,LAC,2018,Poorest 20%,0.02975118,TRUE,FALSE,2011
Costa Rica,National,LAC,2019,Extreme poverty,0.01345115,FALSE,TRUE,2011
Costa Rica,National,LAC,2019,Poorest 20%,0.02970589,FALSE,TRUE,2011
Costa Rica,National,LAC,2019,Extreme poverty,0.01370261,TRUE,TRUE,2011
Costa Rica,National,LAC,2019,Poorest 20%,0.029873,TRUE,TRUE,2011
Costa Rica,National,LAC,2020,Extreme poverty,0.01307104,FALSE,TRUE,2011
Costa Rica,National,LAC,2020,Poorest 20%,0.02905348,FALSE,TRUE,2011
Costa Rica,National,LAC,2020,Extreme poverty,0.01463354,TRUE,TRUE,2011
Costa Rica,National,LAC,2020,Poorest 20%,0.03114596,TRUE,TRUE,2011
Costa Rica,National,LAC,2021,Extreme poverty,0.01249738,FALSE,TRUE,2011
Costa Rica,National,LAC,2021,Poorest 20%,0.02910718,FALSE,TRUE,2011
Costa Rica,National,LAC,2021,Extreme poverty,0.014556,TRUE,TRUE,2011
Costa Rica,National,LAC,2021,Poorest 20%,0.03173425,TRUE,TRUE,2011
Costa Rica,National,LAC,2022,Extreme poverty,0.01231304,FALSE,TRUE,2011
Costa Rica,National,LAC,2023,Extreme poverty,0.01198803,FALSE,TRUE,2011
Costa Rica,National,LAC,2024,Extreme poverty,0.01134203,FALSE,TRUE,2011
Cote d'Ivoire,National,SSA,2010,Extreme poverty,0.3165412,FALSE,FALSE,2011
Cote d'Ivoire,National,SSA,2010,Poorest 20%,0.3915507,FALSE,FALSE,2011
Cote d'Ivoire,National,SSA,2011,Extreme poverty,0.3632629,FALSE,FALSE,2011
Cote d'Ivoire,National,SSA,2011,Poorest 20%,0.4725774,FALSE,FALSE,2011
Cote d'Ivoire,National,SSA,2012,Extreme poverty,0.3388559,FALSE,FALSE,2011
Cote d'Ivoire,National,SSA,2012,Poorest 20%,0.4660425,FALSE,FALSE,2011
Cote d'Ivoire,National,SSA,2013,Extreme poverty,0.3204933,FALSE,FALSE,2011
Cote d'Ivoire,National,SSA,2013,Poorest 20%,0.479198,FALSE,FALSE,2011
Cote d'Ivoire,National,SSA,2015,Extreme poverty,0.2820691,FALSE,FALSE,2011
Cote d'Ivoire,National,SSA,2015,Poorest 20%,0.4739933,FALSE,FALSE,2011
Cote d'Ivoire,National,SSA,2018,Extreme poverty,0.196566,FALSE,FALSE,2011
Cote d'Ivoire,National,SSA,2018,Poorest 20%,0.4067542,FALSE,FALSE,2011
Cote d'Ivoire,National,SSA,2018,Extreme poverty,0.2149993,TRUE,FALSE,2011
Cote d'Ivoire,National,SSA,2018,Poorest 20%,0.4346845,TRUE,FALSE,2011
Cote d'Ivoire,National,SSA,2019,Extreme poverty,0.181842,FALSE,TRUE,2011
Cote d'Ivoire,National,SSA,2019,Poorest 20%,0.391214,FALSE,TRUE,2011
Cote d'Ivoire,National,SSA,2019,Extreme poverty,0.1981234,TRUE,TRUE,2011
Cote d'Ivoire,National,SSA,2019,Poorest 20%,0.4163245,TRUE,TRUE,2011
Cote d'Ivoire,National,SSA,2020,Extreme poverty,0.1659626,FALSE,TRUE,2011
Cote d'Ivoire,National,SSA,2020,Poorest 20%,0.3637624,FALSE,TRUE,2011
Cote d'Ivoire,National,SSA,2020,Extreme poverty,0.1980063,TRUE,TRUE,2011
Cote d'Ivoire,National,SSA,2020,Poorest 20%,0.4100367,TRUE,TRUE,2011
Cote d'Ivoire,National,SSA,2021,Extreme poverty,0.1549343,FALSE,TRUE,2011
Cote d'Ivoire,National,SSA,2021,Poorest 20%,0.3570979,FALSE,TRUE,2011
Cote d'Ivoire,National,SSA,2021,Extreme poverty,0.1775623,TRUE,TRUE,2011
Cote d'Ivoire,National,SSA,2021,Poorest 20%,0.3937909,TRUE,TRUE,2011
Cote d'Ivoire,National,SSA,2022,Extreme poverty,0.1420016,FALSE,TRUE,2011
Cote d'Ivoire,National,SSA,2023,Extreme poverty,0.1317083,FALSE,TRUE,2011
Cote d'Ivoire,National,SSA,2024,Extreme poverty,0.122389,FALSE,TRUE,2011
Croatia,National,ECA,2010,Extreme poverty,0,FALSE,FALSE,2011
Croatia,National,ECA,2010,Poorest 20%,0,FALSE,FALSE,2011
Croatia,National,ECA,2011,Extreme poverty,0.007303588,FALSE,FALSE,2011
Croatia,National,ECA,2011,Poorest 20%,0.009928041,FALSE,FALSE,2011
Croatia,National,ECA,2012,Extreme poverty,0.008745133,FALSE,FALSE,2011
Croatia,National,ECA,2012,Poorest 20%,0.01139419,FALSE,FALSE,2011
Croatia,National,ECA,2013,Extreme poverty,0.007460323,FALSE,FALSE,2011
Croatia,National,ECA,2013,Poorest 20%,0.01606463,FALSE,FALSE,2011
Croatia,National,ECA,2015,Extreme poverty,0.006310133,FALSE,FALSE,2011
Croatia,National,ECA,2015,Poorest 20%,0.008645907,FALSE,FALSE,2011
Croatia,National,ECA,2018,Extreme poverty,0.005171488,FALSE,FALSE,2011
Croatia,National,ECA,2018,Poorest 20%,0.008111746,FALSE,FALSE,2011
Croatia,National,ECA,2018,Extreme poverty,0.005297635,TRUE,FALSE,2011
Croatia,National,ECA,2018,Poorest 20%,0.009110408,TRUE,FALSE,2011
Croatia,National,ECA,2019,Extreme poverty,0.00502756,FALSE,TRUE,2011
Croatia,National,ECA,2019,Poorest 20%,0.008111746,FALSE,TRUE,2011
Croatia,National,ECA,2019,Extreme poverty,0.005171488,TRUE,TRUE,2011
Croatia,National,ECA,2019,Poorest 20%,0.008333855,TRUE,TRUE,2011
Croatia,National,ECA,2020,Extreme poverty,0.00502756,FALSE,TRUE,2011
Croatia,National,ECA,2020,Poorest 20%,0.007744151,FALSE,TRUE,2011
Croatia,National,ECA,2020,Extreme poverty,0.005297635,TRUE,TRUE,2011
Croatia,National,ECA,2020,Poorest 20%,0.009963054,TRUE,TRUE,2011
Croatia,National,ECA,2021,Extreme poverty,0.004710718,FALSE,TRUE,2011
Croatia,National,ECA,2021,Poorest 20%,0.007530579,FALSE,TRUE,2011
Croatia,National,ECA,2021,Extreme poverty,0.005297635,TRUE,TRUE,2011
Croatia,National,ECA,2021,Poorest 20%,0.009317789,TRUE,TRUE,2011
Croatia,National,ECA,2022,Extreme poverty,0.004360748,FALSE,TRUE,2011
Croatia,National,ECA,2023,Extreme poverty,0.004271665,FALSE,TRUE,2011
Croatia,National,ECA,2024,Extreme poverty,0.004271665,FALSE,TRUE,2011
Cyprus,National,OHI,2010,Extreme poverty,0.0002214801,FALSE,FALSE,2011
Cyprus,National,OHI,2010,Poorest 20%,0.000366701,FALSE,FALSE,2011
Cyprus,National,OHI,2011,Extreme poverty,8.045135e-05,FALSE,FALSE,2011
Cyprus,National,OHI,2011,Poorest 20%,8.045135e-05,FALSE,FALSE,2011
Cyprus,National,OHI,2012,Extreme poverty,4.237799e-05,FALSE,FALSE,2011
Cyprus,National,OHI,2012,Poorest 20%,4.237799e-05,FALSE,FALSE,2011
Cyprus,National,OHI,2013,Extreme poverty,0.0004647929,FALSE,FALSE,2011
Cyprus,National,OHI,2013,Poorest 20%,0.0009701857,FALSE,FALSE,2011
Cyprus,National,OHI,2015,Extreme poverty,0,FALSE,FALSE,2011
Cyprus,National,OHI,2015,Poorest 20%,0.0004528052,FALSE,FALSE,2011
Cyprus,National,OHI,2018,Extreme poverty,0.0003282886,FALSE,FALSE,2011
Cyprus,National,OHI,2018,Poorest 20%,0.0005130247,FALSE,FALSE,2011
Cyprus,National,OHI,2018,Extreme poverty,0.0003282886,TRUE,FALSE,2011
Cyprus,National,OHI,2018,Poorest 20%,0.0005130247,TRUE,FALSE,2011
Cyprus,National,OHI,2019,Extreme poverty,0.0003282886,FALSE,TRUE,2011
Cyprus,National,OHI,2019,Poorest 20%,0.0005130247,FALSE,TRUE,2011
Cyprus,National,OHI,2019,Extreme poverty,0.0003282886,TRUE,TRUE,2011
Cyprus,National,OHI,2019,Poorest 20%,0.0005130247,TRUE,TRUE,2011
Cyprus,National,OHI,2020,Extreme poverty,0.0003282886,FALSE,TRUE,2011
Cyprus,National,OHI,2020,Poorest 20%,0.0005130247,FALSE,TRUE,2011
Cyprus,National,OHI,2020,Extreme poverty,0.0003282886,TRUE,TRUE,2011
Cyprus,National,OHI,2020,Poorest 20%,0.0005130247,TRUE,TRUE,2011
Cyprus,National,OHI,2021,Extreme poverty,0.0003282886,FALSE,TRUE,2011
Cyprus,National,OHI,2021,Poorest 20%,0.0005130247,FALSE,TRUE,2011
Cyprus,National,OHI,2021,Extreme poverty,0.0003282886,TRUE,TRUE,2011
Cyprus,National,OHI,2021,Poorest 20%,0.0005130247,TRUE,TRUE,2011
Cyprus,National,OHI,2022,Extreme poverty,0.0003282886,FALSE,TRUE,2011
Cyprus,National,OHI,2023,Extreme poverty,0.0003282886,FALSE,TRUE,2011
Cyprus,National,OHI,2024,Extreme poverty,0.0003282886,FALSE,TRUE,2011
Czech Republic,National,ECA,2010,Extreme poverty,0.0003617833,FALSE,FALSE,2011
Czech Republic,National,ECA,2010,Poorest 20%,0.0003617833,FALSE,FALSE,2011
Czech Republic,National,ECA,2011,Extreme poverty,0.0004606084,FALSE,FALSE,2011
Czech Republic,National,ECA,2011,Poorest 20%,0.0008235933,FALSE,FALSE,2011
Czech Republic,National,ECA,2012,Extreme poverty,0.0003220716,FALSE,FALSE,2011
Czech Republic,National,ECA,2012,Poorest 20%,0.001172828,FALSE,FALSE,2011
Czech Republic,National,ECA,2013,Extreme poverty,0.0004569093,FALSE,FALSE,2011
Czech Republic,National,ECA,2013,Poorest 20%,0.0004569093,FALSE,FALSE,2011
Czech Republic,National,ECA,2015,Extreme poverty,8.764511e-05,FALSE,FALSE,2011
Czech Republic,National,ECA,2015,Poorest 20%,0.0002216525,FALSE,FALSE,2011
Czech Republic,National,ECA,2018,Extreme poverty,0,FALSE,FALSE,2011
Czech Republic,National,ECA,2018,Poorest 20%,0.001187588,FALSE,FALSE,2011
Czech Republic,National,ECA,2018,Extreme poverty,0,TRUE,FALSE,2011
Czech Republic,National,ECA,2018,Poorest 20%,0.001187588,TRUE,FALSE,2011
Czech Republic,National,ECA,2019,Extreme poverty,0,FALSE,TRUE,2011
Czech Republic,National,ECA,2019,Poorest 20%,0.001187588,FALSE,TRUE,2011
Czech Republic,National,ECA,2019,Extreme poverty,0,TRUE,TRUE,2011
Czech Republic,National,ECA,2019,Poorest 20%,0.001187588,TRUE,TRUE,2011
Czech Republic,National,ECA,2020,Extreme poverty,0,FALSE,TRUE,2011
Czech Republic,National,ECA,2020,Poorest 20%,0.001019996,FALSE,TRUE,2011
Czech Republic,National,ECA,2020,Extreme poverty,0,TRUE,TRUE,2011
Czech Republic,National,ECA,2020,Poorest 20%,0.001187588,TRUE,TRUE,2011
Czech Republic,National,ECA,2021,Extreme poverty,0,FALSE,TRUE,2011
Czech Republic,National,ECA,2021,Poorest 20%,0.001019996,FALSE,TRUE,2011
Czech Republic,National,ECA,2021,Extreme poverty,0,TRUE,TRUE,2011
Czech Republic,National,ECA,2021,Poorest 20%,0.001187588,TRUE,TRUE,2011
Czech Republic,National,ECA,2022,Extreme poverty,0,FALSE,TRUE,2011
Czech Republic,National,ECA,2023,Extreme poverty,0,FALSE,TRUE,2011
Czech Republic,National,ECA,2024,Extreme poverty,0,FALSE,TRUE,2011
Denmark,National,OHI,2010,Extreme poverty,0.0005729401,FALSE,FALSE,2011
Denmark,National,OHI,2010,Poorest 20%,0.0005729401,FALSE,FALSE,2011
Denmark,National,OHI,2011,Extreme poverty,0,FALSE,FALSE,2011
Denmark,National,OHI,2011,Poorest 20%,0,FALSE,FALSE,2011
Denmark,National,OHI,2012,Extreme poverty,0,FALSE,FALSE,2011
Denmark,National,OHI,2012,Poorest 20%,0,FALSE,FALSE,2011
Denmark,National,OHI,2013,Extreme poverty,0.003109156,FALSE,FALSE,2011
Denmark,National,OHI,2013,Poorest 20%,0.003109156,FALSE,FALSE,2011
Denmark,National,OHI,2015,Extreme poverty,0.001754259,FALSE,FALSE,2011
Denmark,National,OHI,2015,Poorest 20%,0.002012671,FALSE,FALSE,2011
Denmark,National,OHI,2018,Extreme poverty,0.001409052,FALSE,FALSE,2011
Denmark,National,OHI,2018,Poorest 20%,0.001425427,FALSE,FALSE,2011
Denmark,National,OHI,2018,Extreme poverty,0.001409052,TRUE,FALSE,2011
Denmark,National,OHI,2018,Poorest 20%,0.001425427,TRUE,FALSE,2011
Denmark,National,OHI,2019,Extreme poverty,0.001409052,FALSE,TRUE,2011
Denmark,National,OHI,2019,Poorest 20%,0.001425427,FALSE,TRUE,2011
Denmark,National,OHI,2019,Extreme poverty,0.001409052,TRUE,TRUE,2011
Denmark,National,OHI,2019,Poorest 20%,0.001425427,TRUE,TRUE,2011
Denmark,National,OHI,2020,Extreme poverty,0.001092044,FALSE,TRUE,2011
Denmark,National,OHI,2020,Poorest 20%,0.001425427,FALSE,TRUE,2011
Denmark,National,OHI,2020,Extreme poverty,0.001409052,TRUE,TRUE,2011
Denmark,National,OHI,2020,Poorest 20%,0.001710614,TRUE,TRUE,2011
Denmark,National,OHI,2021,Extreme poverty,0.001092044,FALSE,TRUE,2011
Denmark,National,OHI,2021,Poorest 20%,0.001425427,FALSE,TRUE,2011
Denmark,National,OHI,2021,Extreme poverty,0.001409052,TRUE,TRUE,2011
Denmark,National,OHI,2021,Poorest 20%,0.001710614,TRUE,TRUE,2011
Denmark,National,OHI,2022,Extreme poverty,0.001092044,FALSE,TRUE,2011
Denmark,National,OHI,2023,Extreme poverty,0.001092044,FALSE,TRUE,2011
Denmark,National,OHI,2024,Extreme poverty,0.001092044,FALSE,TRUE,2011
Djibouti,National,MNA,2010,Extreme poverty,0.1855227,FALSE,FALSE,2011
Djibouti,National,MNA,2010,Poorest 20%,0.22316,FALSE,FALSE,2011
Djibouti,National,MNA,2011,Extreme poverty,0.1855218,FALSE,FALSE,2011
Djibouti,National,MNA,2011,Poorest 20%,0.2459529,FALSE,FALSE,2011
Djibouti,National,MNA,2012,Extreme poverty,0.1832241,FALSE,FALSE,2011
Djibouti,National,MNA,2012,Poorest 20%,0.2540487,FALSE,FALSE,2011
Djibouti,National,MNA,2013,Extreme poverty,0.2271002,FALSE,FALSE,2011
Djibouti,National,MNA,2013,Poorest 20%,0.3250956,FALSE,FALSE,2011
Djibouti,National,MNA,2015,Extreme poverty,0.1985201,FALSE,FALSE,2011
Djibouti,National,MNA,2015,Poorest 20%,0.3254499,FALSE,FALSE,2011
Djibouti,National,MNA,2018,Extreme poverty,0.1573272,FALSE,FALSE,2011
Djibouti,National,MNA,2018,Poorest 20%,0.3184732,FALSE,FALSE,2011
Djibouti,National,MNA,2018,Extreme poverty,0.1653337,TRUE,FALSE,2011
Djibouti,National,MNA,2018,Poorest 20%,0.3325387,TRUE,FALSE,2011
Djibouti,National,MNA,2019,Extreme poverty,0.15358,FALSE,TRUE,2011
Djibouti,National,MNA,2019,Poorest 20%,0.3120129,FALSE,TRUE,2011
Djibouti,National,MNA,2019,Extreme poverty,0.1553291,TRUE,TRUE,2011
Djibouti,National,MNA,2019,Poorest 20%,0.316103,TRUE,TRUE,2011
Djibouti,National,MNA,2020,Extreme poverty,0.1429122,FALSE,TRUE,2011
Djibouti,National,MNA,2020,Poorest 20%,0.2956063,FALSE,TRUE,2011
Djibouti,National,MNA,2020,Extreme poverty,0.1572957,TRUE,TRUE,2011
Djibouti,National,MNA,2020,Poorest 20%,0.3184732,TRUE,TRUE,2011
Djibouti,National,MNA,2021,Extreme poverty,0.1373382,FALSE,TRUE,2011
Djibouti,National,MNA,2021,Poorest 20%,0.2939915,FALSE,TRUE,2011
Djibouti,National,MNA,2021,Extreme poverty,0.144284,TRUE,TRUE,2011
Djibouti,National,MNA,2021,Poorest 20%,0.3075914,TRUE,TRUE,2011
Djibouti,National,MNA,2022,Extreme poverty,0.1319677,FALSE,TRUE,2011
Djibouti,National,MNA,2023,Extreme poverty,0.122749,FALSE,TRUE,2011
Djibouti,National,MNA,2024,Extreme poverty,0.1173924,FALSE,TRUE,2011
Dominican Republic,National,LAC,2010,Extreme poverty,0.02489895,FALSE,FALSE,2011
Dominican Republic,National,LAC,2010,Poorest 20%,0.03687018,FALSE,FALSE,2011
Dominican Republic,National,LAC,2011,Extreme poverty,0.02892641,FALSE,FALSE,2011
Dominican Republic,National,LAC,2011,Poorest 20%,0.04824219,FALSE,FALSE,2011
Dominican Republic,National,LAC,2012,Extreme poverty,0.02598818,FALSE,FALSE,2011
Dominican Republic,National,LAC,2012,Poorest 20%,0.05231408,FALSE,FALSE,2011
Dominican Republic,National,LAC,2013,Extreme poverty,0.02165483,FALSE,FALSE,2011
Dominican Republic,National,LAC,2013,Poorest 20%,0.05318256,FALSE,FALSE,2011
Dominican Republic,National,LAC,2015,Extreme poverty,0.01780836,FALSE,FALSE,2011
Dominican Republic,National,LAC,2015,Poorest 20%,0.04362423,FALSE,FALSE,2011
Dominican Republic,National,LAC,2018,Extreme poverty,0.00422371,FALSE,FALSE,2011
Dominican Republic,National,LAC,2018,Poorest 20%,0.01500213,FALSE,FALSE,2011
Dominican Republic,National,LAC,2018,Extreme poverty,0.004349852,TRUE,FALSE,2011
Dominican Republic,National,LAC,2018,Poorest 20%,0.01635358,TRUE,FALSE,2011
Dominican Republic,National,LAC,2019,Extreme poverty,0.00422371,FALSE,TRUE,2011
Dominican Republic,National,LAC,2019,Poorest 20%,0.01412225,FALSE,TRUE,2011
Dominican Republic,National,LAC,2019,Extreme poverty,0.00422371,TRUE,TRUE,2011
Dominican Republic,National,LAC,2019,Poorest 20%,0.01546231,TRUE,TRUE,2011
Dominican Republic,National,LAC,2020,Extreme poverty,0.00381151,FALSE,TRUE,2011
Dominican Republic,National,LAC,2020,Poorest 20%,0.01211264,FALSE,TRUE,2011
Dominican Republic,National,LAC,2020,Extreme poverty,0.00422371,TRUE,TRUE,2011
Dominican Republic,National,LAC,2020,Poorest 20%,0.01553628,TRUE,TRUE,2011
Dominican Republic,National,LAC,2021,Extreme poverty,0.00381151,FALSE,TRUE,2011
Dominican Republic,National,LAC,2021,Poorest 20%,0.01194319,FALSE,TRUE,2011
Dominican Republic,National,LAC,2021,Extreme poverty,0.00422371,TRUE,TRUE,2011
Dominican Republic,National,LAC,2021,Poorest 20%,0.01546231,TRUE,TRUE,2011
Dominican Republic,National,LAC,2022,Extreme poverty,0.003128436,FALSE,TRUE,2011
Dominican Republic,National,LAC,2023,Extreme poverty,0.003128436,FALSE,TRUE,2011
Dominican Republic,National,LAC,2024,Extreme poverty,0.002831477,FALSE,TRUE,2011
Ecuador,National,LAC,2010,Extreme poverty,0.05616023,FALSE,FALSE,2011
Ecuador,National,LAC,2010,Poorest 20%,0.07040184,FALSE,FALSE,2011
Ecuador,National,LAC,2011,Extreme poverty,0.04669198,FALSE,FALSE,2011
Ecuador,National,LAC,2011,Poorest 20%,0.06626766,FALSE,FALSE,2011
Ecuador,National,LAC,2012,Extreme poverty,0.04463316,FALSE,FALSE,2011
Ecuador,National,LAC,2012,Poorest 20%,0.06683056,FALSE,FALSE,2011
Ecuador,National,LAC,2013,Extreme poverty,0.03241089,FALSE,FALSE,2011
Ecuador,National,LAC,2013,Poorest 20%,0.05805189,FALSE,FALSE,2011
Ecuador,National,LAC,2015,Extreme poverty,0.03440066,FALSE,FALSE,2011
Ecuador,National,LAC,2015,Poorest 20%,0.06781077,FALSE,FALSE,2011
Ecuador,National,LAC,2018,Extreme poverty,0.03311491,FALSE,FALSE,2011
Ecuador,National,LAC,2018,Poorest 20%,0.07691952,FALSE,FALSE,2011
Ecuador,National,LAC,2018,Extreme poverty,0.03311491,TRUE,FALSE,2011
Ecuador,National,LAC,2018,Poorest 20%,0.07690028,TRUE,FALSE,2011
Ecuador,National,LAC,2019,Extreme poverty,0.03448144,FALSE,TRUE,2011
Ecuador,National,LAC,2019,Poorest 20%,0.08231113,FALSE,TRUE,2011
Ecuador,National,LAC,2019,Extreme poverty,0.03405249,TRUE,TRUE,2011
Ecuador,National,LAC,2019,Poorest 20%,0.08174931,TRUE,TRUE,2011
Ecuador,National,LAC,2020,Extreme poverty,0.03608101,FALSE,TRUE,2011
Ecuador,National,LAC,2020,Poorest 20%,0.08204998,FALSE,TRUE,2011
Ecuador,National,LAC,2020,Extreme poverty,0.04001385,TRUE,TRUE,2011
Ecuador,National,LAC,2020,Poorest 20%,0.09145321,TRUE,TRUE,2011
Ecuador,National,LAC,2021,Extreme poverty,0.03581275,FALSE,TRUE,2011
Ecuador,National,LAC,2021,Poorest 20%,0.08588458,FALSE,TRUE,2011
Ecuador,National,LAC,2021,Extreme poverty,0.03829633,TRUE,TRUE,2011
Ecuador,National,LAC,2021,Poorest 20%,0.09200995,TRUE,TRUE,2011
Ecuador,National,LAC,2022,Extreme poverty,0.03405249,FALSE,TRUE,2011
Ecuador,National,LAC,2023,Extreme poverty,0.03353522,FALSE,TRUE,2011
Ecuador,National,LAC,2024,Extreme poverty,0.03243753,FALSE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2010,Extreme poverty,0.02203521,FALSE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2010,Poorest 20%,0.04208884,FALSE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2011,Extreme poverty,0.01621458,FALSE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2011,Poorest 20%,0.04613258,FALSE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2012,Extreme poverty,0.01333844,FALSE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2012,Poorest 20%,0.04545988,FALSE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2013,Extreme poverty,0.01369933,FALSE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2013,Poorest 20%,0.05769681,FALSE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2015,Extreme poverty,0.01348788,FALSE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2015,Poorest 20%,0.07551059,FALSE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2018,Extreme poverty,0.02882097,FALSE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2018,Poorest 20%,0.168525,FALSE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2018,Extreme poverty,0.03247788,TRUE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2018,Poorest 20%,0.1875282,TRUE,FALSE,2011
"Egypt, Arab Republic of",National,MNA,2019,Extreme poverty,0.02566138,FALSE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2019,Poorest 20%,0.1592222,FALSE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2019,Extreme poverty,0.028725,TRUE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2019,Poorest 20%,0.1757375,TRUE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2020,Extreme poverty,0.0234367,FALSE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2020,Poorest 20%,0.1404905,FALSE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2020,Extreme poverty,0.02901012,TRUE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2020,Poorest 20%,0.1692547,TRUE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2021,Extreme poverty,0.02001832,FALSE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2021,Poorest 20%,0.1372679,FALSE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2021,Extreme poverty,0.02843314,TRUE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2021,Poorest 20%,0.1837426,TRUE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2022,Extreme poverty,0.0176296,FALSE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2023,Extreme poverty,0.01446342,FALSE,TRUE,2011
"Egypt, Arab Republic of",National,MNA,2024,Extreme poverty,0.01282304,FALSE,TRUE,2011
El Salvador,National,LAC,2010,Extreme poverty,0.05502015,FALSE,FALSE,2011
El Salvador,National,LAC,2010,Poorest 20%,0.07489581,FALSE,FALSE,2011
El Salvador,National,LAC,2011,Extreme poverty,0.04543772,FALSE,FALSE,2011
El Salvador,National,LAC,2011,Poorest 20%,0.07697295,FALSE,FALSE,2011
El Salvador,National,LAC,2012,Extreme poverty,0.04100658,FALSE,FALSE,2011
El Salvador,National,LAC,2012,Poorest 20%,0.07133462,FALSE,FALSE,2011
El Salvador,National,LAC,2013,Extreme poverty,0.03221617,FALSE,FALSE,2011
El Salvador,National,LAC,2013,Poorest 20%,0.06793289,FALSE,FALSE,2011
El Salvador,National,LAC,2015,Extreme poverty,0.01925052,FALSE,FALSE,2011
El Salvador,National,LAC,2015,Poorest 20%,0.06111398,FALSE,FALSE,2011
El Salvador,National,LAC,2018,Extreme poverty,0.01358655,FALSE,FALSE,2011
El Salvador,National,LAC,2018,Poorest 20%,0.05547065,FALSE,FALSE,2011
El Salvador,National,LAC,2018,Extreme poverty,0.01462125,TRUE,FALSE,2011
El Salvador,National,LAC,2018,Poorest 20%,0.05728884,TRUE,FALSE,2011
El Salvador,National,LAC,2019,Extreme poverty,0.01280924,FALSE,TRUE,2011
El Salvador,National,LAC,2019,Poorest 20%,0.05541643,FALSE,TRUE,2011
El Salvador,National,LAC,2019,Extreme poverty,0.01354362,TRUE,TRUE,2011
El Salvador,National,LAC,2019,Poorest 20%,0.05690312,TRUE,TRUE,2011
El Salvador,National,LAC,2020,Extreme poverty,0.01238195,FALSE,TRUE,2011
El Salvador,National,LAC,2020,Poorest 20%,0.05258975,FALSE,TRUE,2011
El Salvador,National,LAC,2020,Extreme poverty,0.0169482,TRUE,TRUE,2011
El Salvador,National,LAC,2020,Poorest 20%,0.06368789,TRUE,TRUE,2011
El Salvador,National,LAC,2021,Extreme poverty,0.01201476,FALSE,TRUE,2011
El Salvador,National,LAC,2021,Poorest 20%,0.05429528,FALSE,TRUE,2011
El Salvador,National,LAC,2021,Extreme poverty,0.0146821,TRUE,TRUE,2011
El Salvador,National,LAC,2021,Poorest 20%,0.06244473,TRUE,TRUE,2011
