name,level,region,year,povtype,ppp,Pre-Covid measured extreme poverty,Pre-Covid estimated extreme poverty,Post-Covid measured extreme poverty,Post-Covid estimated extreme poverty,Poorest 20%_FALSE_FALSE,Poorest 20%_FALSE_TRUE,Poorest 20%_TRUE_FALSE,Poorest 20%_TRUE_TRUE
"Congo, Republic of",National,SSA,2012,Extreme poverty,2011,0.3661213,,,,,,,
"Congo, Republic of",National,SSA,2012,Poorest 20%,2011,,,,,0.4616888,,,
"Congo, Republic of",National,SSA,2013,Extreme poverty,2011,0.3632656,,,,,,,
"Congo, Republic of",National,SSA,2013,Poorest 20%,2011,,,,,0.4861323,,,
"Congo, Republic of",National,SSA,2015,Extreme poverty,2011,0.3486122,,,,,,,
"Congo, Republic of",National,SSA,2015,Poorest 20%,2011,,,,,0.5001397,,,
"Congo, Republic of",National,SSA,2018,Extreme poverty,2011,0.4051734,,0.4013314,,,,,
"Congo, Republic of",National,SSA,2018,Poorest 20%,2011,,,,,0.5937564,,0.5908523,
"Congo, Republic of",National,SSA,2019,Extreme poverty,2011,,0.3963151,,0.4132228,,,,
"Congo, Republic of",National,SSA,2019,Poorest 20%,2011,,,,,,0.5937564,,0.6113807
"Congo, Republic of",National,SSA,2020,Extreme poverty,2011,,0.3947466,,0.4276475,,,,
"Congo, Republic of",National,SSA,2020,Poorest 20%,2011,,,,,,0.5874176,,0.6271373
"Congo, Republic of",National,SSA,2021,Extreme poverty,2011,,0.3995212,,0.4239216,,,,
"Congo, Republic of",National,SSA,2021,Poorest 20%,2011,,,,,,0.6025368,,0.6367911
"Congo, Republic of",National,SSA,2022,Extreme poverty,2011,,0.4094319,,,,,,
"Congo, Republic of",National,SSA,2023,Extreme poverty,2011,,0.4132228,,,,,,
"Congo, Republic of",National,SSA,2024,Extreme poverty,2011,,0.4137529,,,,,,
Costa Rica,National,LAC,2010,Extreme poverty,2011,0.01497311,,,,,,,
Costa Rica,National,LAC,2010,Poorest 20%,2011,,,,,0.01836894,,,
Costa Rica,National,LAC,2011,Extreme poverty,2011,0.01625097,,,,,,,
Costa Rica,National,LAC,2011,Poorest 20%,2011,,,,,0.0237229,,,
Costa Rica,National,LAC,2012,Extreme poverty,2011,0.0162675,,,,,,,
Costa Rica,National,LAC,2012,Poorest 20%,2011,,,,,0.02358372,,,
Costa Rica,National,LAC,2013,Extreme poverty,2011,0.01621999,,,,,,,
Costa Rica,National,LAC,2013,Poorest 20%,2011,,,,,0.02675436,,,
Costa Rica,National,LAC,2015,Extreme poverty,2011,0.01515505,,,,,,,
Costa Rica,National,LAC,2015,Poorest 20%,2011,,,,,0.02721103,,,
Costa Rica,National,LAC,2018,Extreme poverty,2011,0.01357438,,0.01418491,,,,,
Costa Rica,National,LAC,2018,Poorest 20%,2011,,,,,0.02944381,,0.02975118,
Costa Rica,National,LAC,2019,Extreme poverty,2011,,0.01345115,,0.01370261,,,,
Costa Rica,National,LAC,2019,Poorest 20%,2011,,,,,,0.02970589,,0.029873
Costa Rica,National,LAC,2020,Extreme poverty,2011,,0.01307104,,0.01463354,,,,
Costa Rica,National,LAC,2020,Poorest 20%,2011,,,,,,0.02905348,,0.03114596
Costa Rica,National,LAC,2021,Extreme poverty,2011,,0.01249738,,0.014556,,,,
Costa Rica,National,LAC,2021,Poorest 20%,2011,,,,,,0.02910718,,0.03173425
Costa Rica,National,LAC,2022,Extreme poverty,2011,,0.01231304,,,,,,
Costa Rica,National,LAC,2023,Extreme poverty,2011,,0.01198803,,,,,,
Costa Rica,National,LAC,2024,Extreme poverty,2011,,0.01134203,,,,,,
Cote d'Ivoire,National,SSA,2010,Extreme poverty,2011,0.3165412,,,,,,,
Cote d'Ivoire,National,SSA,2010,Poorest 20%,2011,,,,,0.3915507,,,
Cote d'Ivoire,National,SSA,2011,Extreme poverty,2011,0.3632629,,,,,,,
Cote d'Ivoire,National,SSA,2011,Poorest 20%,2011,,,,,0.4725774,,,
Cote d'Ivoire,National,SSA,2012,Extreme poverty,2011,0.3388559,,,,,,,
Cote d'Ivoire,National,SSA,2012,Poorest 20%,2011,,,,,0.4660425,,,
Cote d'Ivoire,National,SSA,2013,Extreme poverty,2011,0.3204933,,,,,,,
Cote d'Ivoire,National,SSA,2013,Poorest 20%,2011,,,,,0.479198,,,
Cote d'Ivoire,National,SSA,2015,Extreme poverty,2011,0.2820691,,,,,,,
Cote d'Ivoire,National,SSA,2015,Poorest 20%,2011,,,,,0.4739933,,,
Cote d'Ivoire,National,SSA,2018,Extreme poverty,2011,0.196566,,0.2149993,,,,,
Cote d'Ivoire,National,SSA,2018,Poorest 20%,2011,,,,,0.4067542,,0.4346845,
Cote d'Ivoire,National,SSA,2019,Extreme poverty,2011,,0.181842,,0.1981234,,,,
Cote d'Ivoire,National,SSA,2019,Poorest 20%,2011,,,,,,0.391214,,0.4163245
Cote d'Ivoire,National,SSA,2020,Extreme poverty,2011,,0.1659626,,0.1980063,,,,
Cote d'Ivoire,National,SSA,2020,Poorest 20%,2011,,,,,,0.3637624,,0.4100367
Cote d'Ivoire,National,SSA,2021,Extreme poverty,2011,,0.1549343,,0.1775623,,,,
Cote d'Ivoire,National,SSA,2021,Poorest 20%,2011,,,,,,0.3570979,,0.3937909
Cote d'Ivoire,National,SSA,2022,Extreme poverty,2011,,0.1420016,,,,,,
Cote d'Ivoire,National,SSA,2023,Extreme poverty,2011,,0.1317083,,,,,,
Cote d'Ivoire,National,SSA,2024,Extreme poverty,2011,,0.122389,,,,,,
Croatia,National,ECA,2010,Extreme poverty,2011,0,,,,,,,
Croatia,National,ECA,2010,Poorest 20%,2011,,,,,0,,,
Croatia,National,ECA,2011,Extreme poverty,2011,0.007303588,,,,,,,
Croatia,National,ECA,2011,Poorest 20%,2011,,,,,0.009928041,,,
Croatia,National,ECA,2012,Extreme poverty,2011,0.008745133,,,,,,,
Croatia,National,ECA,2012,Poorest 20%,2011,,,,,0.01139419,,,
Croatia,National,ECA,2013,Extreme poverty,2011,0.007460323,,,,,,,
Croatia,National,ECA,2013,Poorest 20%,2011,,,,,0.01606463,,,
Croatia,National,ECA,2015,Extreme poverty,2011,0.006310133,,,,,,,
Croatia,National,ECA,2015,Poorest 20%,2011,,,,,0.008645907,,,
Croatia,National,ECA,2018,Extreme poverty,2011,0.005171488,,0.005297635,,,,,
Croatia,National,ECA,2018,Poorest 20%,2011,,,,,0.008111746,,0.009110408,
Croatia,National,ECA,2019,Extreme poverty,2011,,0.00502756,,0.005171488,,,,
Croatia,National,ECA,2019,Poorest 20%,2011,,,,,,0.008111746,,0.008333855
Croatia,National,ECA,2020,Extreme poverty,2011,,0.00502756,,0.005297635,,,,
Croatia,National,ECA,2020,Poorest 20%,2011,,,,,,0.007744151,,0.009963054
Croatia,National,ECA,2021,Extreme poverty,2011,,0.004710718,,0.005297635,,,,
Croatia,National,ECA,2021,Poorest 20%,2011,,,,,,0.007530579,,0.009317789
Croatia,National,ECA,2022,Extreme poverty,2011,,0.004360748,,,,,,
Croatia,National,ECA,2023,Extreme poverty,2011,,0.004271665,,,,,,
Croatia,National,ECA,2024,Extreme poverty,2011,,0.004271665,,,,,,
Cyprus,National,OHI,2010,Extreme poverty,2011,0.0002214801,,,,,,,
Cyprus,National,OHI,2010,Poorest 20%,2011,,,,,0.000366701,,,
Cyprus,National,OHI,2011,Extreme poverty,2011,8.045135e-05,,,,,,,
Cyprus,National,OHI,2011,Poorest 20%,2011,,,,,8.045135e-05,,,
Cyprus,National,OHI,2012,Extreme poverty,2011,4.237799e-05,,,,,,,
Cyprus,National,OHI,2012,Poorest 20%,2011,,,,,4.237799e-05,,,
Cyprus,National,OHI,2013,Extreme poverty,2011,0.0004647929,,,,,,,
Cyprus,National,OHI,2013,Poorest 20%,2011,,,,,0.0009701857,,,
Cyprus,National,OHI,2015,Extreme poverty,2011,0,,,,,,,
Cyprus,National,OHI,2015,Poorest 20%,2011,,,,,0.0004528052,,,
Cyprus,National,OHI,2018,Extreme poverty,2011,0.0003282886,,0.0003282886,,,,,
Cyprus,National,OHI,2018,Poorest 20%,2011,,,,,0.0005130247,,0.0005130247,
Cyprus,National,OHI,2019,Extreme poverty,2011,,0.0003282886,,0.0003282886,,,,
Cyprus,National,OHI,2019,Poorest 20%,2011,,,,,,0.0005130247,,0.0005130247
Cyprus,National,OHI,2020,Extreme poverty,2011,,0.0003282886,,0.0003282886,,,,
Cyprus,National,OHI,2020,Poorest 20%,2011,,,,,,0.0005130247,,0.0005130247
Cyprus,National,OHI,2021,Extreme poverty,2011,,0.0003282886,,0.0003282886,,,,
Cyprus,National,OHI,2021,Poorest 20%,2011,,,,,,0.0005130247,,0.0005130247
Cyprus,National,OHI,2022,Extreme poverty,2011,,0.0003282886,,,,,,
Cyprus,National,OHI,2023,Extreme poverty,2011,,0.0003282886,,,,,,
Cyprus,National,OHI,2024,Extreme poverty,2011,,0.0003282886,,,,,,
Czech Republic,National,ECA,2010,Extreme poverty,2011,0.0003617833,,,,,,,
Czech Republic,National,ECA,2010,Poorest 20%,2011,,,,,0.0003617833,,,
Czech Republic,National,ECA,2011,Extreme poverty,2011,0.0004606084,,,,,,,
Czech Republic,National,ECA,2011,Poorest 20%,2011,,,,,0.0008235933,,,
Czech Republic,National,ECA,2012,Extreme poverty,2011,0.0003220716,,,,,,,
Czech Republic,National,ECA,2012,Poorest 20%,2011,,,,,0.001172828,,,
Czech Republic,National,ECA,2013,Extreme poverty,2011,0.0004569093,,,,,,,
Czech Republic,National,ECA,2013,Poorest 20%,2011,,,,,0.0004569093,,,
Czech Republic,National,ECA,2015,Extreme poverty,2011,8.764511e-05,,,,,,,
Czech Republic,National,ECA,2015,Poorest 20%,2011,,,,,0.0002216525,,,
Czech Republic,National,ECA,2018,Extreme poverty,2011,0,,0,,,,,
Czech Republic,National,ECA,2018,Poorest 20%,2011,,,,,0.001187588,,0.001187588,
Czech Republic,National,ECA,2019,Extreme poverty,2011,,0,,0,,,,
Czech Republic,National,ECA,2019,Poorest 20%,2011,,,,,,0.001187588,,0.001187588
Czech Republic,National,ECA,2020,Extreme poverty,2011,,0,,0,,,,
Czech Republic,National,ECA,2020,Poorest 20%,2011,,,,,,0.001019996,,0.001187588
Czech Republic,National,ECA,2021,Extreme poverty,2011,,0,,0,,,,
Czech Republic,National,ECA,2021,Poorest 20%,2011,,,,,,0.001019996,,0.001187588
Czech Republic,National,ECA,2022,Extreme poverty,2011,,0,,,,,,
Czech Republic,National,ECA,2023,Extreme poverty,2011,,0,,,,,,
Czech Republic,National,ECA,2024,Extreme poverty,2011,,0,,,,,,
Denmark,National,OHI,2010,Extreme poverty,2011,0.0005729401,,,,,,,
Denmark,National,OHI,2010,Poorest 20%,2011,,,,,0.0005729401,,,
Denmark,National,OHI,2011,Extreme poverty,2011,0,,,,,,,
Denmark,National,OHI,2011,Poorest 20%,2011,,,,,0,,,
Denmark,National,OHI,2012,Extreme poverty,2011,0,,,,,,,
Denmark,National,OHI,2012,Poorest 20%,2011,,,,,0,,,
Denmark,National,OHI,2013,Extreme poverty,2011,0.003109156,,,,,,,
Denmark,National,OHI,2013,Poorest 20%,2011,,,,,0.003109156,,,
Denmark,National,OHI,2015,Extreme poverty,2011,0.001754259,,,,,,,
Denmark,National,OHI,2015,Poorest 20%,2011,,,,,0.002012671,,,
Denmark,National,OHI,2018,Extreme poverty,2011,0.001409052,,0.001409052,,,,,
Denmark,National,OHI,2018,Poorest 20%,2011,,,,,0.001425427,,0.001425427,
Denmark,National,OHI,2019,Extreme poverty,2011,,0.001409052,,0.001409052,,,,
Denmark,National,OHI,2019,Poorest 20%,2011,,,,,,0.001425427,,0.001425427
Denmark,National,OHI,2020,Extreme poverty,2011,,0.001092044,,0.001409052,,,,
Denmark,National,OHI,2020,Poorest 20%,2011,,,,,,0.001425427,,0.001710614
Denmark,National,OHI,2021,Extreme poverty,2011,,0.001092044,,0.001409052,,,,
Denmark,National,OHI,2021,Poorest 20%,2011,,,,,,0.001425427,,0.001710614
Denmark,National,OHI,2022,Extreme poverty,2011,,0.001092044,,,,,,
Denmark,National,OHI,2023,Extreme poverty,2011,,0.001092044,,,,,,
Denmark,National,OHI,2024,Extreme poverty,2011,,0.001092044,,,,,,
Djibouti,National,MNA,2010,Extreme poverty,2011,0.1855227,,,,,,,
Djibouti,National,MNA,2010,Poorest 20%,2011,,,,,0.22316,,,
Djibouti,National,MNA,2011,Extreme poverty,2011,0.1855218,,,,,,,
Djibouti,National,MNA,2011,Poorest 20%,2011,,,,,0.2459529,,,
Djibouti,National,MNA,2012,Extreme poverty,2011,0.1832241,,,,,,,
Djibouti,National,MNA,2012,Poorest 20%,2011,,,,,0.2540487,,,
Djibouti,National,MNA,2013,Extreme poverty,2011,0.2271002,,,,,,,
Djibouti,National,MNA,2013,Poorest 20%,2011,,,,,0.3250956,,,
Djibouti,National,MNA,2015,Extreme poverty,2011,0.1985201,,,,,,,
Djibouti,National,MNA,2015,Poorest 20%,2011,,,,,0.3254499,,,
Djibouti,National,MNA,2018,Extreme poverty,2011,0.1573272,,0.1653337,,,,,
Djibouti,National,MNA,2018,Poorest 20%,2011,,,,,0.3184732,,0.3325387,
Djibouti,National,MNA,2019,Extreme poverty,2011,,0.15358,,0.1553291,,,,
Djibouti,National,MNA,2019,Poorest 20%,2011,,,,,,0.3120129,,0.316103
Djibouti,National,MNA,2020,Extreme poverty,2011,,0.1429122,,0.1572957,,,,
Djibouti,National,MNA,2020,Poorest 20%,2011,,,,,,0.2956063,,0.3184732
Djibouti,National,MNA,2021,Extreme poverty,2011,,0.1373382,,0.144284,,,,
Djibouti,National,MNA,2021,Poorest 20%,2011,,,,,,0.2939915,,0.3075914
Djibouti,National,MNA,2022,Extreme poverty,2011,,0.1319677,,,,,,
Djibouti,National,MNA,2023,Extreme poverty,2011,,0.122749,,,,,,
Djibouti,National,MNA,2024,Extreme poverty,2011,,0.1173924,,,,,,
Dominican Republic,National,LAC,2010,Extreme poverty,2011,0.02489895,,,,,,,
Dominican Republic,National,LAC,2010,Poorest 20%,2011,,,,,0.03687018,,,
Dominican Republic,National,LAC,2011,Extreme poverty,2011,0.02892641,,,,,,,
Dominican Republic,National,LAC,2011,Poorest 20%,2011,,,,,0.04824219,,,
Dominican Republic,National,LAC,2012,Extreme poverty,2011,0.02598818,,,,,,,
Dominican Republic,National,LAC,2012,Poorest 20%,2011,,,,,0.05231408,,,
Dominican Republic,National,LAC,2013,Extreme poverty,2011,0.02165483,,,,,,,
Dominican Republic,National,LAC,2013,Poorest 20%,2011,,,,,0.05318256,,,
Dominican Republic,National,LAC,2015,Extreme poverty,2011,0.01780836,,,,,,,
Dominican Republic,National,LAC,2015,Poorest 20%,2011,,,,,0.04362423,,,
Dominican Republic,National,LAC,2018,Extreme poverty,2011,0.00422371,,0.004349852,,,,,
Dominican Republic,National,LAC,2018,Poorest 20%,2011,,,,,0.01500213,,0.01635358,
Dominican Republic,National,LAC,2019,Extreme poverty,2011,,0.00422371,,0.00422371,,,,
Dominican Republic,National,LAC,2019,Poorest 20%,2011,,,,,,0.01412225,,0.01546231
Dominican Republic,National,LAC,2020,Extreme poverty,2011,,0.00381151,,0.00422371,,,,
Dominican Republic,National,LAC,2020,Poorest 20%,2011,,,,,,0.01211264,,0.01553628
Dominican Republic,National,LAC,2021,Extreme poverty,2011,,0.00381151,,0.00422371,,,,
Dominican Republic,National,LAC,2021,Poorest 20%,2011,,,,,,0.01194319,,0.01546231
Dominican Republic,National,LAC,2022,Extreme poverty,2011,,0.003128436,,,,,,
Dominican Republic,National,LAC,2023,Extreme poverty,2011,,0.003128436,,,,,,
Dominican Republic,National,LAC,2024,Extreme poverty,2011,,0.002831477,,,,,,
East Asia & Pacific,Regional,Aggregates,2010,Extreme poverty,2011,0.111527386853196,,,,,,,
East Asia & Pacific,Regional,Aggregates,2010,Poorest 20%,2011,,,,,0.148243736685138,,,
East Asia & Pacific,Regional,Aggregates,2011,Extreme poverty,2011,0.0845045826388426,,,,,,,
East Asia & Pacific,Regional,Aggregates,2011,Poorest 20%,2011,,,,,0.137592139009464,,,
East Asia & Pacific,Regional,Aggregates,2012,Extreme poverty,2011,0.0715914303434897,,,,,,,
East Asia & Pacific,Regional,Aggregates,2012,Poorest 20%,2011,,,,,0.129963946681616,,,
East Asia & Pacific,Regional,Aggregates,2013,Extreme poverty,2011,0.035320828645393,,,,,,,
East Asia & Pacific,Regional,Aggregates,2013,Poorest 20%,2011,,,,,0.0945887335924231,,,
East Asia & Pacific,Regional,Aggregates,2015,Extreme poverty,2011,0.0228103472372835,,,,,,,
East Asia & Pacific,Regional,Aggregates,2015,Poorest 20%,2011,,,,,0.0765786381552211,,,
East Asia & Pacific,Regional,Aggregates,2018,Extreme poverty,2011,0.0114415065156153,,0.013210593553053,,,,,
East Asia & Pacific,Regional,Aggregates,2018,Poorest 20%,2011,,,,,0.0490749842300763,,0.0554077320912096,
East Asia & Pacific,Regional,Aggregates,2019,Extreme poverty,2011,,0.00982333881254249,,0.0114502012572231,,,,
East Asia & Pacific,Regional,Aggregates,2019,Poorest 20%,2011,,,,,,0.0456404819178914,,0.0514407701027304
East Asia & Pacific,Regional,Aggregates,2020,Extreme poverty,2011,,0.00848712116058131,,0.0115793490584316,,,,
East Asia & Pacific,Regional,Aggregates,2020,Poorest 20%,2011,,,,,,0.0394061187583012,,0.0498514219280335
East Asia & Pacific,Regional,Aggregates,2021,Extreme poverty,2011,,0.00736422780657811,,0.00921996524792393,,,,
East Asia & Pacific,Regional,Aggregates,2021,Poorest 20%,2011,,,,,,0.0378282584944933,,0.0452925258892992
East Asia & Pacific,Regional,Aggregates,2022,Extreme poverty,2011,,0.00643401586483808,,,,,,
East Asia & Pacific,Regional,Aggregates,2023,Extreme poverty,2011,,0.00563950233255303,,,,,,
East Asia & Pacific,Regional,Aggregates,2024,Extreme poverty,2011,,0.00491296341776884,,,,,,
Ecuador,National,LAC,2010,Extreme poverty,2011,0.05616023,,,,,,,
Ecuador,National,LAC,2010,Poorest 20%,2011,,,,,0.07040184,,,
Ecuador,National,LAC,2011,Extreme poverty,2011,0.04669198,,,,,,,
Ecuador,National,LAC,2011,Poorest 20%,2011,,,,,0.06626766,,,
Ecuador,National,LAC,2012,Extreme poverty,2011,0.04463316,,,,,,,
Ecuador,National,LAC,2012,Poorest 20%,2011,,,,,0.06683056,,,
Ecuador,National,LAC,2013,Extreme poverty,2011,0.03241089,,,,,,,
Ecuador,National,LAC,2013,Poorest 20%,2011,,,,,0.05805189,,,
Ecuador,National,LAC,2015,Extreme poverty,2011,0.03440066,,,,,,,
Ecuador,National,LAC,2015,Poorest 20%,2011,,,,,0.06781077,,,
Ecuador,National,LAC,2018,Extreme poverty,2011,0.03311491,,0.03311491,,,,,
Ecuador,National,LAC,2018,Poorest 20%,2011,,,,,0.07691952,,0.07690028,
Ecuador,National,LAC,2019,Extreme poverty,2011,,0.03448144,,0.03405249,,,,
Ecuador,National,LAC,2019,Poorest 20%,2011,,,,,,0.08231113,,0.08174931
Ecuador,National,LAC,2020,Extreme poverty,2011,,0.03608101,,0.04001385,,,,
Ecuador,National,LAC,2020,Poorest 20%,2011,,,,,,0.08204998,,0.09145321
Ecuador,National,LAC,2021,Extreme poverty,2011,,0.03581275,,0.03829633,,,,
Ecuador,National,LAC,2021,Poorest 20%,2011,,,,,,0.08588458,,0.09200995
Ecuador,National,LAC,2022,Extreme poverty,2011,,0.03405249,,,,,,
Ecuador,National,LAC,2023,Extreme poverty,2011,,0.03353522,,,,,,
Ecuador,National,LAC,2024,Extreme poverty,2011,,0.03243753,,,,,,
"Egypt, Arab Republic of",National,MNA,2010,Extreme poverty,2011,0.02203521,,,,,,,
"Egypt, Arab Republic of",National,MNA,2010,Poorest 20%,2011,,,,,0.04208884,,,
"Egypt, Arab Republic of",National,MNA,2011,Extreme poverty,2011,0.01621458,,,,,,,
"Egypt, Arab Republic of",National,MNA,2011,Poorest 20%,2011,,,,,0.04613258,,,
"Egypt, Arab Republic of",National,MNA,2012,Extreme poverty,2011,0.01333844,,,,,,,
"Egypt, Arab Republic of",National,MNA,2012,Poorest 20%,2011,,,,,0.04545988,,,
"Egypt, Arab Republic of",National,MNA,2013,Extreme poverty,2011,0.01369933,,,,,,,
"Egypt, Arab Republic of",National,MNA,2013,Poorest 20%,2011,,,,,0.05769681,,,
"Egypt, Arab Republic of",National,MNA,2015,Extreme poverty,2011,0.01348788,,,,,,,
"Egypt, Arab Republic of",National,MNA,2015,Poorest 20%,2011,,,,,0.07551059,,,
"Egypt, Arab Republic of",National,MNA,2018,Extreme poverty,2011,0.02882097,,0.03247788,,,,,
"Egypt, Arab Republic of",National,MNA,2018,Poorest 20%,2011,,,,,0.168525,,0.1875282,
"Egypt, Arab Republic of",National,MNA,2019,Extreme poverty,2011,,0.02566138,,0.028725,,,,
"Egypt, Arab Republic of",National,MNA,2019,Poorest 20%,2011,,,,,,0.1592222,,0.1757375
"Egypt, Arab Republic of",National,MNA,2020,Extreme poverty,2011,,0.0234367,,0.02901012,,,,
"Egypt, Arab Republic of",National,MNA,2020,Poorest 20%,2011,,,,,,0.1404905,,0.1692547
"Egypt, Arab Republic of",National,MNA,2021,Extreme poverty,2011,,0.02001832,,0.02843314,,,,
"Egypt, Arab Republic of",National,MNA,2021,Poorest 20%,2011,,,,,,0.1372679,,0.1837426
"Egypt, Arab Republic of",National,MNA,2022,Extreme poverty,2011,,0.0176296,,,,,,
"Egypt, Arab Republic of",National,MNA,2023,Extreme poverty,2011,,0.01446342,,,,,,
"Egypt, Arab Republic of",National,MNA,2024,Extreme poverty,2011,,0.01282304,,,,,,
El Salvador,National,LAC,2010,Extreme poverty,2011,0.05502015,,,,,,,
El Salvador,National,LAC,2010,Poorest 20%,2011,,,,,0.07489581,,,
El Salvador,National,LAC,2011,Extreme poverty,2011,0.04543772,,,,,,,
El Salvador,National,LAC,2011,Poorest 20%,2011,,,,,0.07697295,,,
El Salvador,National,LAC,2012,Extreme poverty,2011,0.04100658,,,,,,,
El Salvador,National,LAC,2012,Poorest 20%,2011,,,,,0.07133462,,,
El Salvador,National,LAC,2013,Extreme poverty,2011,0.03221617,,,,,,,
El Salvador,National,LAC,2013,Poorest 20%,2011,,,,,0.06793289,,,
El Salvador,National,LAC,2015,Extreme poverty,2011,0.01925052,,,,,,,
El Salvador,National,LAC,2015,Poorest 20%,2011,,,,,0.06111398,,,
El Salvador,National,LAC,2018,Extreme poverty,2011,0.01358655,,0.01462125,,,,,
El Salvador,National,LAC,2018,Poorest 20%,2011,,,,,0.05547065,,0.05728884,
El Salvador,National,LAC,2019,Extreme poverty,2011,,0.01280924,,0.01354362,,,,
El Salvador,National,LAC,2019,Poorest 20%,2011,,,,,,0.05541643,,0.05690312
El Salvador,National,LAC,2020,Extreme poverty,2011,,0.01238195,,0.0169482,,,,
El Salvador,National,LAC,2020,Poorest 20%,2011,,,,,,0.05258975,,0.06368789
El Salvador,National,LAC,2021,Extreme poverty,2011,,0.01201476,,0.0146821,,,,
El Salvador,National,LAC,2021,Poorest 20%,2011,,,,,,0.05429528,,0.06244473
El Salvador,National,LAC,2022,Extreme poverty,2011,,0.01142331,,,,,,
El Salvador,National,LAC,2023,Extreme poverty,2011,,0.01117645,,,,,,
El Salvador,National,LAC,2024,Extreme poverty,2011,,0.01098488,,,,,,
Equatorial Guinea,National,SSA,2010,Extreme poverty,2011,0.294803386819728,,,,,,,
Equatorial Guinea,National,SSA,2010,Poorest 20%,2011,,,,,0.340195098347423,,,
Equatorial Guinea,National,SSA,2011,Extreme poverty,2011,0.275142216729924,,,,,,,
Equatorial Guinea,National,SSA,2011,Poorest 20%,2011,,,,,0.344121733018717,,,
Equatorial Guinea,National,SSA,2012,Extreme poverty,2011,0.251783463874901,,,,,,,
Equatorial Guinea,National,SSA,2012,Poorest 20%,2011,,,,,0.330203682957064,,,
Equatorial Guinea,National,SSA,2013,Extreme poverty,2011,0.263822792837299,,,,,,,
Equatorial Guinea,National,SSA,2013,Poorest 20%,2011,,,,,0.370173591873265,,,
Equatorial Guinea,National,SSA,2015,Extreme poverty,2011,0.291365674071216,,,,,,,
Equatorial Guinea,National,SSA,2015,Poorest 20%,2011,,,,,0.432709530374069,,,
Equatorial Guinea,National,SSA,2018,Extreme poverty,2011,,,0.362896100407214,,,,,
Equatorial Guinea,National,SSA,2018,Poorest 20%,2011,,,,,,,0.556402862124748,
Equatorial Guinea,National,SSA,2019,Extreme poverty,2011,,,,0.386295728260782,,,,
Equatorial Guinea,National,SSA,2019,Poorest 20%,2011,,,,,,,,0.588895259547607
Equatorial Guinea,National,SSA,2020,Extreme poverty,2011,,,,0.408009484442168,,,,
Equatorial Guinea,National,SSA,2020,Poorest 20%,2011,,,,,,,,0.606983094145741
Equatorial Guinea,National,SSA,2021,Extreme poverty,2011,,,,0.399318841196332,,,,
Equatorial Guinea,National,SSA,2021,Poorest 20%,2011,,,,,,,,0.608898304582681
Eritrea,National,SSA,2010,Extreme poverty,2011,0.518277363253351,,,,,,,
Eritrea,National,SSA,2010,Poorest 20%,2011,,,,,0.567113611190163,,,
Eritrea,National,SSA,2011,Extreme poverty,2011,0.44123497751979,,,,,,,
Eritrea,National,SSA,2011,Poorest 20%,2011,,,,,0.510554711446194,,,
Eritrea,National,SSA,2012,Extreme poverty,2011,0.435455337917829,,,,,,,
Eritrea,National,SSA,2012,Poorest 20%,2011,,,,,0.518175299155064,,,
Eritrea,National,SSA,2013,Extreme poverty,2011,0.470277972609825,,,,,,,
Eritrea,National,SSA,2013,Poorest 20%,2011,,,,,0.583202189323829,,,
Eritrea,National,SSA,2015,Extreme poverty,2011,0.455173579195532,,,,,,,
Eritrea,National,SSA,2015,Poorest 20%,2011,,,,,0.59216408157563,,,
Eritrea,National,SSA,2018,Extreme poverty,2011,,,0.427130943044824,,,,,
Eritrea,National,SSA,2018,Poorest 20%,2011,,,,,,,0.590803126033291,
Eritrea,National,SSA,2019,Extreme poverty,2011,,,,0.4158839387045,,,,
Eritrea,National,SSA,2019,Poorest 20%,2011,,,,,,,,0.58195053082058
Eritrea,National,SSA,2020,Extreme poverty,2011,,,,0.415563381710135,,,,
Eritrea,National,SSA,2020,Poorest 20%,2011,,,,,,,,0.576617573408291
Eritrea,National,SSA,2021,Extreme poverty,2011,,,,0.399100400449735,,,,
Eritrea,National,SSA,2021,Poorest 20%,2011,,,,,,,,0.565467316683576
Estonia,National,ECA,2010,Extreme poverty,2011,0.007612491,,,,,,,
Estonia,National,ECA,2010,Poorest 20%,2011,,,,,0.009491244,,,
Estonia,National,ECA,2011,Extreme poverty,2011,0.009796155,,,,,,,
Estonia,National,ECA,2011,Poorest 20%,2011,,,,,0.01113276,,,
Estonia,National,ECA,2012,Extreme poverty,2011,0.007251907,,,,,,,
Estonia,National,ECA,2012,Poorest 20%,2011,,,,,0.008562289,,,
Estonia,National,ECA,2013,Extreme poverty,2011,0.008596548,,,,,,,
Estonia,National,ECA,2013,Poorest 20%,2011,,,,,0.01075939,,,
Estonia,National,ECA,2015,Extreme poverty,2011,0.006000405,,,,,,,
Estonia,National,ECA,2015,Poorest 20%,2011,,,,,0.007752604,,,
Estonia,National,ECA,2018,Extreme poverty,2011,0.00268706,,0.00268706,,,,,
Estonia,National,ECA,2018,Poorest 20%,2011,,,,,0.005317482,,0.005317482,
Estonia,National,ECA,2019,Extreme poverty,2011,,0.00268706,,0.00268706,,,,
Estonia,National,ECA,2019,Poorest 20%,2011,,,,,,0.005317482,,0.005317482
Estonia,National,ECA,2020,Extreme poverty,2011,,0.002469977,,0.00268706,,,,
Estonia,National,ECA,2020,Poorest 20%,2011,,,,,,0.005189627,,0.005317482
Estonia,National,ECA,2021,Extreme poverty,2011,,0.002469977,,0.00268706,,,,
